FrameUs,ADC,SyncUs,MagnetUs
59728,307,,
60128,307,,
60524,308,,
60924,307,,
61328,308,,
61724,306,,
62124,307,,
62532,307,,
62928,307,,
63324,307,,
63728,307,,
64128,307,,
64524,307,,
64924,307,,
65324,307,,
65728,307,,
66128,307,,
66524,307,,
66928,307,,
67328,308,,
67724,308,,
68124,308,,
68528,308,,
68924,307,,
69324,308,,
69728,308,,
70128,308,,
70524,308,,
70924,307,,
71328,307,,
71724,306,,
72124,307,,
72524,307,,
72928,308,,
73328,307,,
73724,307,,
74124,308,,
74528,308,,
74924,306,,
75324,308,,
75724,308,,
76128,306,,
76524,308,,
76928,307,,
77328,308,,
77728,307,,
78124,307,,
78528,307,,
78924,307,,
79324,307,,
79724,306,,
80128,307,,
80524,307,,
80920,307,,
81328,307,,
81728,308,,
82124,308,,
82528,307,,
82928,307,,
83324,307,,
83724,307,,
84128,308,,
84524,307,,
84924,308,,
85328,307,,
85728,308,,
86124,307,,
86524,307,,
86928,307,,
87324,307,,
87724,307,,
88132,307,,
88528,306,,
88924,306,,
89328,307,,
89728,307,,
90124,307,,
90524,307,,
90924,307,,
91328,306,,
91728,307,,
92124,307,,
92528,307,,
92928,307,,
93324,307,,
93724,308,,
94128,308,,
94524,308,,
94924,308,,
95328,308,,
95728,307,,
96124,307,,
96528,307,,
96928,307,,
97324,307,,
97724,307,,
98124,307,,
98528,306,,
98928,307,,
99324,307,,
99728,307,,
100128,307,,
100524,307,,
100924,306,,
101328,307,,
101724,307,,
102124,307,,
102528,306,,
102928,308,,
103324,307,,
103724,306,,
104128,307,,
104524,307,,
104924,307,,
105324,306,,
105728,307,,
106124,308,,
106520,308,,
106928,309,,
107328,307,,
107724,308,,
108128,307,,
108528,307,,
108924,308,,
109324,308,,
109728,307,,
110124,308,,
110524,308,,
110928,308,,
111328,308,,
111724,307,,
112128,308,,
112528,308,,
112924,309,,
113324,308,,
113732,308,,
114124,308,,
114524,308,,
114928,309,,
115328,308,,
115724,307,,
116124,309,,
116524,308,,
116928,308,,
117324,308,,
117724,308,,
118128,307,,
118528,308,,
118924,308,,
119328,307,,
119728,308,,
120124,307,,
120524,308,,
120928,308,,
121328,307,,
121724,308,,
122128,307,,
122528,307,,
122924,308,,
123324,307,,
123724,307,,
124128,308,,
124524,308,,
124924,307,,
125328,307,,
125728,307,,
126124,307,,
126524,307,,
126928,307,,
127324,308,,
127724,306,,
128128,308,,
128528,306,,
128924,306,,
129328,306,,
129728,306,,
130124,307,,
130524,306,,
130928,307,,
131328,306,,
131724,307,,
132120,307,,
132528,308,,
132928,308,,
133324,308,,
133728,308,,
134128,308,,
134524,308,,
134924,308,,
135328,309,,
135724,308,,
136124,309,,
136528,309,,
136928,308,,
137324,308,,
137728,308,,
138128,308,,
138524,308,,
138924,309,,
139332,307,,
139724,308,,
140124,308,,
140528,308,,
140928,308,,
141324,307,,
141724,308,,
142124,307,,
142528,307,,
142924,307,,
143324,307,,
143728,307,,
144128,308,,
144524,307,,
144928,308,,
145328,308,,
145724,308,,
146124,308,,
146528,309,,
146924,308,,
147324,308,,
147728,308,,
148128,308,,
148524,308,,
148924,309,,
149324,308,,
149728,309,,
150124,310,,
150524,309,,
150928,309,,
151328,309,,
151724,308,,
152128,308,,
152528,307,,
152924,308,,
153324,306,,
153728,307,,
154128,307,,
154524,307,,
154928,308,,
155328,309,,
155724,309,,
156124,308,,
156528,309,,
156924,308,,
157324,308,,
157720,309,,
158128,309,,
158524,308,,
158928,308,,
159328,307,,
159728,308,,
160124,307,,
160528,307,,
160924,308,,
161324,308,,
161724,307,,
162128,308,,
162524,308,,
162928,307,,
163328,307,,
163728,308,,
164124,307,,
164528,307,,
164932,308,,
165324,307,,
165724,307,,
166128,307,,
166524,307,,
166920,307,,
167324,307,,
167728,307,,
168124,307,,
168524,307,,
168924,307,,
169328,307,,
169724,307,,
170124,307,,
170528,307,,
170928,307,,
171324,308,,
171724,307,,
172128,307,,
172524,306,,
172924,306,,
173328,306,,
173728,306,,
174124,306,,
174524,306,,
174924,307,,
175328,307,,
175724,308,,
176124,306,,
176528,307,,
176928,307,,
177324,308,,
177728,308,,
178128,308,,
178524,307,,
178924,307,,
179328,307,,
179724,308,,
180124,308,,
180528,308,,
180928,308,,
181324,308,,
181724,308,,
182128,307,,
182524,309,,
182924,309,,
183320,309,,
183728,308,,
184124,308,,
184528,308,,
184928,308,,
185328,308,,
185724,309,,
186128,309,,
186524,309,,
186924,309,,
187324,308,,
187728,308,,
188124,307,,
188528,307,,
188928,307,,
189328,307,,
189724,307,,
190128,308,,
190532,306,,
190924,307,,
191324,308,,
191728,308,,
192124,307,,
192520,307,,
192924,308,,
193328,307,,
193724,307,,
194124,307,,
194524,306,,
194928,306,,
195324,306,,
195728,307,,
196128,307,,
196528,307,,
196924,307,,
197328,308,,
197724,308,,
198124,307,,
198524,307,,
198928,307,,
199324,307,,
199720,307,,
200124,307,,
200528,306,,
200924,306,,
201324,308,,
201724,308,,
202128,307,,
202524,308,,
202924,307,,
203328,307,,
203728,307,,
204124,307,,
204524,306,,
204928,305,,
205324,306,,
205724,307,,
206128,307,,
206528,306,,
206928,306,,
207328,307,,
207728,307,,
208124,306,,
208524,306,,
208924,306,,
209328,305,,
209728,306,,
210124,306,,
210528,305,,
210928,306,,
211324,306,,
211724,305,,
212128,306,,
212524,306,,
212924,306,,
213328,306,,
213728,305,,
214124,306,,
214524,306,,
214928,305,,
215324,306,,
215724,307,,
216132,307,,
216528,306,,
216924,307,,
217328,308,,
217728,307,,
218124,307,,
218524,307,,
218924,307,,
219328,306,,
219728,307,,
220124,306,,
220528,307,,
220928,306,,
221324,307,,
221724,306,,
222128,306,,
222524,307,,
222924,306,,
223328,307,,
223728,307,,
224124,307,,
224528,307,,
224928,306,,
225324,306,,
225724,306,,
226124,305,,
226528,307,,
226928,307,,
227324,306,,
227728,307,,
228128,307,,
228524,307,,
228924,307,,
229328,307,,
229724,307,,
230124,307,,
230528,306,,
230928,307,,
231324,306,,
231728,308,,
232128,307,,
232524,307,,
232924,307,,
233328,307,,
233724,307,,
234124,307,,
234520,307,,
234928,307,,
235324,306,,
235724,306,,
236128,306,,
236528,306,,
236924,306,,
237324,307,,
237728,307,,
238124,306,,
238524,307,,
238928,306,,
239328,306,,
239724,306,,
240128,305,,
240528,306,,
240924,307,,
241324,305,,
241732,307,,
242124,306,,
242524,307,,
242928,308,,
243328,307,,
243724,308,,
244124,307,,
244524,307,,
244928,307,,
245324,306,,
245724,308,,
246128,306,,
246528,307,,
246924,306,,
247328,307,,
247728,307,,
248124,307,,
248524,307,,
248928,307,,
249324,307,,
249724,307,,
250128,307,,
250528,307,,
250924,307,,
251324,308,,
251724,308,,
252128,307,,
252524,306,,
252924,307,,
253328,305,,
253728,306,,
254124,307,,
254528,307,,
254928,307,,
255324,308,,
255724,308,,
256128,307,,
256528,307,,
256924,307,,
257328,308,,
257728,308,,
258124,307,,
258524,308,,
258928,307,,
259324,307,,
259724,307,,
260120,307,,
260528,307,,
260924,307,,
261328,308,,
261728,307,,
262128,307,,
262524,308,,
262928,308,,
263324,308,,
263724,309,,
264124,308,,
264528,308,,
264924,308,,
265324,309,,
265728,308,,
266128,308,,
266524,307,,
266924,308,,
267332,308,,
267724,308,,
268124,308,,
268528,308,,
268928,308,,
269320,308,,
269724,308,,
270124,308,,
270528,308,,
270924,308,,
271324,308,,
271728,308,,
272128,308,,
272524,307,,
272928,307,,
273328,307,,
273724,308,,
274124,307,,
274528,307,,
274924,309,,
275324,309,,
275728,308,,
276128,307,,
276524,307,,
276924,309,,
277324,307,,
277728,308,,
278124,307,,
278524,308,,
278928,308,,
279328,308,,
279724,308,,
280128,309,,
280528,308,,
280924,308,,
281324,309,,
281728,309,,
282124,309,,
282524,310,,
282928,309,,
283328,309,,
283728,309,,
284128,308,,
284528,310,,
284924,309,,
285324,309,,
285724,308,,
286128,307,,
286528,307,,
286924,308,,
287328,307,,
287728,307,,
288124,307,,
288524,307,,
288928,308,,
289324,308,,
289724,308,,
290128,308,,
290528,308,,
290924,308,,
291324,307,,
291728,307,,
292124,308,,
292524,308,,
292932,308,,
293328,308,,
293724,308,,
294128,308,,
294528,307,,
294924,309,,
295324,307,,
295724,309,,
296128,309,,
296528,308,,
296924,310,,
297328,308,,
297728,309,,
298124,308,,
298524,309,,
298928,309,,
299324,309,,
299724,308,,
300128,309,,
300528,309,,
300924,308,,
301324,309,,
301728,308,,
302124,308,,
302524,307,,
302924,307,,
303328,308,,
303728,308,,
304124,308,,
304528,308,,
304928,309,,
305324,308,,
305724,308,,
306128,309,,
306528,308,,
306924,307,,
307328,308,,
307728,307,,
308128,309,,
308524,307,,
308928,309,,
309324,309,,
309724,308,,
310124,309,,
310528,309,,
310924,308,,
311320,308,,
311728,307,,
312128,309,,
312524,309,,
312928,310,,
313328,310,,
313724,309,,
314124,309,,
314528,309,,
314924,310,,
315324,309,,
315728,308,,
316128,307,,
316524,307,,
316928,308,,
317328,307,,
317724,308,,
318124,307,,
318532,308,,
318924,307,,
319324,306,,
319728,308,,
320128,306,,
320524,308,,
320924,309,,
321324,309,,
321728,310,,
322124,309,,
322524,309,,
322928,308,,
323328,309,,
323724,310,,
324124,309,,
324528,309,,
324924,309,,
325324,310,,
325728,308,,
326128,309,,
326524,308,,
326928,307,,
327328,308,,
327724,306,,
328124,308,,
328524,307,,
328928,308,,
329328,308,,
329724,309,,
330128,308,,
330528,307,,
330924,307,,
331324,308,,
331728,307,,
332124,309,,
332524,309,,
332928,311,,
333328,310,,
333724,309,,
334128,310,,
334528,310,,
334924,310,,
335324,309,,
335728,309,,
336124,308,,
336524,309,,
336920,309,,
337328,310,,
337724,309,,
338128,308,,
338528,308,,
338928,308,,
339324,308,,
339728,308,,
340124,308,,
340524,308,,
340924,308,,
341328,307,,
341724,308,,
342124,308,,
342528,308,,
342928,307,,
343324,308,,
343724,308,,
344132,308,,
344524,308,,
344924,307,,
345328,307,,
345728,307,,
346124,306,,
346524,307,,
346924,308,,
347328,307,,
347724,306,,
348124,307,,
348528,307,,
348928,306,,
349324,306,,
349728,306,,
350128,307,,
350524,307,,
350924,307,,
351328,308,,
351724,307,,
352124,307,,
352528,305,,
352928,306,,
353324,306,,
353724,306,,
354124,306,,
354528,306,,
354924,306,,
355324,306,,
355728,306,,
356128,306,,
356524,307,,
356924,306,,
357328,305,,
357724,306,,
358124,306,,
358528,305,,
358928,306,,
359324,307,,
359728,307,,
360128,306,,
360524,306,,
360924,306,,
361328,306,,
361724,307,,
362124,307,,
362520,307,,
362928,307,,
363324,306,,
363728,305,,
364128,306,,
364528,307,,
364924,307,,
365328,307,,
365724,307,,
366124,307,,
366524,306,,
366928,306,,
367324,306,,
367728,306,,
368128,306,,
368528,306,,
368924,305,,
369328,305,,
369732,305,,
370124,306,,
370524,305,,
370928,306,,
371328,306,,
371720,306,,
372124,306,,
372528,306,,
372924,306,,
373324,307,,
373724,307,,
374128,306,,
374524,306,,
374924,307,,
375328,307,,
375728,307,,
376124,308,,
376524,306,,
376928,307,,
377324,306,,
377724,307,,
378128,306,,
378528,306,,
378920,306,,
379324,306,,
379724,305,,
380128,305,,
380524,305,,
380924,305,,
381328,306,,
381728,306,,
382124,306,,
382528,306,,
382928,306,,
383324,306,,
383724,305,,
384128,307,,
384524,306,,
384924,306,,
385328,306,,
385728,306,,
386124,306,,
386524,306,,
386928,305,,
387324,305,,
387724,306,,
388120,305,,
388528,306,,
388924,306,,
389328,306,,
389728,307,,
390128,306,,
390524,306,,
390928,306,,
391324,305,,
391724,306,,
392124,306,,
392528,306,,
392924,306,,
393328,306,,
393728,306,,
394128,305,,
394524,305,,
394928,305,,
395332,305,,
395724,304,,
396124,304,,
396528,304,,
396924,305,,
397320,305,,
397724,306,,
398128,306,,
398524,306,,
398924,307,,
399324,305,,
399728,306,,
400124,306,,
559196,307,,
559600,308,,
559996,307,,
560396,308,,
560796,307,,
561196,308,,
561596,308,,
562000,307,,
562400,308,,
562800,309,,
563196,309,,
563596,308,,
564000,308,,
564400,310,,
564796,309,,
565196,311,,
565596,310,,
566000,310,,
566400,310,,
566796,309,,
567200,309,,
567596,310,,
568000,309,,
568400,308,,
568796,310,,
569200,308,,
569600,308,,
570000,309,,
570392,308,,
570796,309,,
571200,309,,
571600,309,,
572000,308,,
572396,308,,
572796,308,,
573200,308,,
573600,309,,
573996,308,,
574396,308,,
574796,308,,
575200,308,,
575600,309,,
575996,308,,
576400,309,,
576796,309,,
577200,308,,
577604,309,,
577996,309,,
578400,308,,
578800,309,,
579200,308,,
579592,309,,
580000,308,,
580396,309,,
580796,309,,
581196,309,,
581600,308,,
582000,310,,
582396,310,,
582796,308,,
583200,308,,
583600,308,,
584000,308,,
584396,307,,
584796,307,,
585200,308,,
585600,308,,
586000,307,,
586396,308,,
586796,308,,
587196,308,,
587596,309,,
587996,309,,
588400,308,,
588796,308,,
589196,307,,
589600,308,,
590000,308,,
590400,308,,
590796,309,,
591196,309,,
591600,311,,
592000,310,,
592400,309,,
592796,310,,
593196,308,,
593600,308,,
594000,308,,
594400,308,,
594796,307,,
595196,308,,
595600,308,,
595992,308,,
596396,309,,
596796,309,,
597196,307,,
597600,308,,
597996,307,,
598396,307,,
598800,307,,
599196,306,,
599600,307,,
599996,307,,
600396,307,,
600800,308,,
601200,308,,
601600,308,,
601996,308,,
602396,308,,
602800,308,,
603204,308,,
603596,309,,
603996,308,,
604396,308,,
604800,309,,
605192,308,,
605600,307,,
606000,307,,
606400,309,,
606796,309,,
607200,309,,
607600,310,,
607996,310,,
608400,310,,
608796,310,,
609200,309,,
609600,309,,
609996,309,,
610396,308,,
610796,309,,
611200,309,,
611600,309,,
611996,309,,
612396,308,,
612800,309,,
613196,308,,
613596,308,,
614000,309,,
614396,310,,
614796,310,,
615196,310,,
615596,310,,
616000,309,,
616396,309,,
616796,309,,
617196,309,,
617596,309,,
618000,309,,
618396,308,,
618796,308,,
619200,308,,
619600,308,,
620000,307,,
620396,308,,
620796,308,,
621200,309,,
621596,309,,
621996,309,,
622400,308,,
622800,308,,
623196,308,,
623600,307,,
623996,308,,
624400,307,,
624800,309,,
625196,308,,
625600,308,,
626000,308,,
626400,307,,
626800,306,,
627196,307,,
627600,307,,
628000,309,,
628400,309,,
628804,309,,
629196,309,,
629600,309,,
630000,309,,
630396,308,,
630796,308,,
631200,308,,
631596,308,,
631996,309,,
632400,308,,
632800,307,,
633200,308,,
633596,308,,
633996,308,,
634400,310,,
634796,309,,
635200,307,,
635596,308,,
635996,308,,
636400,309,,
636796,307,,
637196,307,,
637596,308,,
637996,309,,
638396,308,,
638800,309,,
639200,308,,
639600,308,,
639996,308,,
640396,309,,
640800,309,,
641200,308,,
641596,309,,
641996,308,,
642396,307,,
642800,309,,
643200,309,,
643596,308,,
644000,307,,
644400,308,,
644800,308,,
645200,308,,
645596,308,,
646000,307,,
646400,307,,
646800,307,,
647192,306,,
647596,307,,
648000,308,,
648400,308,,
648796,309,,
649196,309,,
649596,309,,
650000,309,,
650400,309,,
650796,309,,
651196,308,,
651596,308,,
652000,308,,
652400,307,,
652796,307,,
653200,307,,
653600,307,,
654000,308,,
654404,307,,
654796,308,,
655200,308,,
655600,307,,
656000,308,,
656392,307,,
656800,306,,
657196,306,,
657596,306,,
657996,306,,
658400,306,,
658800,306,,
659196,307,,
659596,306,,
660000,307,,
660400,307,,
660800,307,,
661196,307,,
661596,307,,
662000,306,,
662400,306,,
662800,307,,
663196,306,,
663596,306,,
663996,307,,
664400,307,,
664796,306,,
665200,306,,
665596,307,,
665996,307,,
666400,306,,
666800,307,,
667200,307,,
667596,306,,
667996,306,,
668400,306,,
668800,306,,
669200,305,,
669596,305,,
669996,306,,
670400,307,,
670800,307,,
671196,307,,
671596,307,,
671996,307,,
672400,306,,
672792,307,,
673196,308,,
673596,306,,
673996,306,,
674400,307,,
674796,306,,
675196,306,,
675600,307,,
676000,306,,
676400,306,,
676796,306,,
677196,306,,
677600,306,,
678000,306,,
678400,306,,
678796,306,,
679196,305,,
679600,305,,
680004,305,,
680396,305,,
680796,306,,
681196,306,,
681600,306,,
681992,306,,
682400,306,,
682800,306,,
683200,306,,
683596,306,,
684000,306,,
684400,306,,
684800,306,,
685200,306,,
685596,306,,
686000,307,,
686400,307,,
686796,307,,
687196,307,,
687596,307,,
688000,306,,
688400,306,,
688796,306,,
689196,305,,
689600,305,,
689996,305,,
690396,304,,
690800,304,,
691196,304,,
691596,304,,
691996,305,,
692396,304,,
692800,304,,
693196,304,,
693596,304,,
694000,305,,
694396,305,,
694800,306,,
695196,305,,
695596,306,,
696000,305,,
696400,305,,
696800,306,,
697196,305,,
697596,306,,
698000,306,,
698392,307,,
698800,306,,
699196,306,,
699596,305,,
700000,304,,
700396,305,,
700796,305,,
701196,305,,
701596,306,,
702000,306,,
702396,306,,
702796,306,,
703200,307,,
703596,306,,
704000,306,,
704396,307,,
704796,306,,
705200,307,,
705604,307,,
706000,308,,
706396,307,,
706796,308,,
707200,307,,
707596,308,,
707996,307,,
708400,307,,
708800,307,,
709196,307,,
709600,308,,
710000,307,,
710400,306,,
710800,305,,
711196,305,,
711600,305,,
712000,305,,
712400,305,,
712800,305,,
713196,305,,
713600,305,,
714000,305,,
714400,306,,
714792,306,,
715200,306,,
715596,306,,
715996,305,,
716400,306,,
716804,306,,
717200,306,,
717596,306,,
717996,307,,
718400,308,,
718800,307,,
719200,307,,
719596,307,,
719996,308,,
720400,307,,
720796,307,,
721200,307,,
721596,307,,
721996,307,,
722400,308,,
722796,309,,
723196,309,,
723596,308,,
723996,307,,
724396,307,,
724800,307,,
725200,307,,
725600,307,,
725996,308,,
726396,307,,
726800,306,,
727200,306,,
727596,306,,
727996,306,,
728396,306,,
728800,307,,
729200,306,,
729596,306,,
730000,307,,
730400,307,,
730800,307,,
731204,308,,
731596,307,,
732000,307,,
732400,306,,
732800,306,,
733192,308,,
733600,308,,
733996,308,,
734396,308,,
734800,309,,
735200,309,,
735600,308,,
735996,307,,
736396,307,,
736800,307,,
737200,307,,
737600,306,,
737996,306,,
738396,306,,
738800,307,,
739200,306,,
739600,306,,
739996,306,,
740396,305,,
740796,306,,
741200,306,,
741600,306,,
742000,306,,
742396,306,,
742796,306,,
743200,305,,
743600,305,,
744000,306,,
744396,305,,
744796,305,,
745200,306,,
745600,307,,
746000,306,,
746396,306,,
746796,307,,
747200,307,,
747600,308,,
747996,307,,
748396,305,,
748796,307,,
749200,307,,
749592,307,,
749996,306,,
750400,307,,
750796,308,,
751200,307,,
751596,308,,
751996,307,,
752400,306,,
752800,307,,
753200,306,,
753596,307,,
753996,306,,
754400,307,,
754800,307,,
755200,306,,
755596,307,,
755996,307,,
756400,307,,
756804,306,,
757196,307,,
757596,307,,
757996,306,,
758400,306,,
758792,306,,
759200,306,,
759600,306,,
760000,306,,
760396,306,,
760800,307,,
761200,307,,
761596,308,,
762000,308,,
762396,307,,
762800,307,,
763200,307,,
763596,307,,
763996,307,,
764396,307,,
764800,308,,
765200,307,,
765596,308,,
765996,308,,
766400,307,,
766796,308,,
767196,308,,
767600,307,,
767996,307,,
768396,308,,
768796,307,,
769196,307,,
769600,308,,
769996,308,,
770396,307,,
770796,307,,
771200,308,,
771600,307,,
771996,307,,
772396,308,,
772800,308,,
773200,309,,
773600,308,,
773996,309,,
774396,309,,
774800,308,,
775192,309,,
775596,307,,
775996,307,,
776396,308,,
776800,308,,
777196,309,,
777596,308,,
777996,309,,
778396,308,,
778800,307,,
779196,308,,
779596,307,,
780000,308,,
780400,307,,
780800,308,,
781196,308,,
781596,308,,
782000,309,,
782404,308,,
782800,309,,
783196,308,,
783596,309,,
784000,309,,
784392,308,,
784796,309,,
785200,307,,
785600,309,,
785996,309,,
786400,308,,
786800,310,,
787200,309,,
787600,310,,
787996,310,,
788400,309,,
788800,309,,
789200,309,,
789600,309,,
789996,309,,
790400,308,,
790800,308,,
791196,308,,
791596,308,,
792000,308,,
792396,308,,
792796,308,,
793200,308,,
793604,307,,
794000,308,,
794396,307,,
794796,307,,
795200,308,,
795600,308,,
796000,308,,
796396,308,,
796796,309,,
797200,309,,
797596,310,,
797996,310,,
798396,310,,
798796,309,,
799200,310,,
799596,310,,
799996,310,,
800396,311,,
800796,311,,
801196,310,,
801600,310,,
802000,310,,
802400,310,,
802796,309,,
803196,309,,
803600,309,,
804000,309,,
804396,309,,
804796,309,,
805196,309,,
805600,309,,
806000,308,,
806396,309,,
806800,309,,
807196,308,,
807600,308,,
808004,308,,
808396,309,,
808800,308,,
809200,308,,
809600,308,,
809992,308,,
810400,308,,
810796,308,,
811196,308,,
811596,308,,
812000,307,,
812400,307,,
812796,308,,
813196,307,,
813600,308,,
814000,309,,
814400,309,,
814796,309,,
815196,308,,
815600,308,,
815996,309,,
816400,308,,
816796,307,,
817196,308,,
817596,308,,
818000,308,,
818400,307,,
818800,307,,
819196,307,,
819596,308,,
820000,308,,
820400,307,,
820800,309,,
821196,307,,
821596,307,,
822000,307,,
822400,308,,
822796,307,,
823196,307,,
823596,307,,
824000,308,,
824400,309,,
824796,309,,
825196,308,,
825596,308,,
826000,308,,
826392,308,,
826796,307,,
827200,307,,
827600,307,,
828000,307,,
828396,307,,
828796,307,,
829200,307,,
829600,307,,
830000,307,,
830396,306,,
830796,307,,
831200,307,,
831600,306,,
831996,306,,
832396,306,,
832796,307,,
833200,306,,
833604,307,,
833996,307,,
834396,307,,
834796,306,,
835200,307,,
835592,308,,
836000,308,,
836400,307,,
836800,308,,
837196,308,,
837600,307,,
838000,307,,
838396,307,,
838796,307,,
839196,307,,
839600,307,,
840000,307,,
840396,307,,
840796,307,,
841196,307,,
841600,307,,
842000,306,,
842396,306,,
842796,305,,
843200,306,,
843596,306,,
843996,306,,
844400,306,,
844796,307,,
845196,307,,
845596,305,,
845996,307,,
846400,306,,
846796,306,,
847196,306,,
847600,307,,
847996,307,,
848400,305,,
848796,306,,
849196,306,,
849600,307,,
850000,307,,
850400,306,,
850796,307,,
851196,307,,
851600,306,,
851996,307,,
852396,307,,
852800,307,,
853200,307,,
853596,307,,
854000,307,,
854400,307,,
854800,308,,
855200,308,,
855596,308,,
856000,307,,
856400,307,,
856800,308,,
857200,307,,
857596,307,,
858000,307,,
858400,307,,
858796,307,,
859204,306,,
859596,306,,
860000,307,,
860400,306,,
860796,307,,
861196,308,,
861600,307,,
861996,309,,
862396,307,,
862800,308,,
863196,308,,
863596,307,,
863996,308,,
864396,306,,
864800,308,,
865196,307,,
865596,307,,
865996,309,,
866396,307,,
866800,308,,
867196,308,,
867596,307,,
868000,308,,
868396,307,,
868800,308,,
869196,309,,
869596,307,,
870000,309,,
870404,308,,
870800,309,,
871196,308,,
871596,308,,
872000,309,,
872396,308,,
872800,309,,
873196,307,,
873596,307,,
874000,307,,
874396,308,,
874796,307,,
875196,307,,
875596,307,,
876000,307,,
876396,307,,
876796,308,,
877200,307,,
877596,306,,
877996,307,,
878400,305,,
878800,307,,
879196,307,,
879596,307,,
879996,307,,
880400,306,,
880800,307,,
881196,307,,
881596,307,,
881996,308,,
882400,306,,
882800,308,,
883196,307,,
883600,308,,
884000,308,,
884400,306,,
884804,308,,
885196,307,,
885600,308,,
886000,307,,
886400,307,,
886792,308,,
887200,307,,
887596,308,,
887996,308,,
888396,307,,
888800,307,,
889200,307,,
889596,306,,
889996,306,,
890400,306,,
890800,307,,
891200,307,,
891596,308,,
891996,307,,
892400,308,,
892800,308,,
893200,308,,
893596,308,,
893996,309,,
894396,308,,
894800,307,,
895196,307,,
895600,308,,
895996,309,,
896396,308,,
896800,307,,
897200,308,,
897600,306,,
897996,307,,
898396,307,,
898800,308,,
899200,308,,
899596,308,,
899996,307,,
900396,308,,
900800,307,,
901200,308,,
901596,307,,
902000,308,,
902396,308,,
902800,308,,
903192,309,,
903596,309,,
904000,309,,
904400,309,,
904800,309,,
905196,309,,
905596,309,,
906000,308,,
906400,308,,
906800,308,,
907196,309,,
907596,309,,
908000,309,,
908400,310,,
908796,310,,
909196,309,,
909596,308,,
910000,309,,
910404,307,,
910796,307,,
911200,306,,
911596,307,,
912000,308,,
912392,308,,
912800,309,,
913196,309,,
913600,309,,
913996,308,,
914400,308,,
914800,308,,
915196,309,,
915596,308,,
915996,308,,
916400,308,,
916800,309,,
917196,309,,
917596,310,,
918000,310,,
918400,310,,
918800,308,,
919196,308,,
919596,308,,
919996,307,,
920396,306,,
920796,307,,
921200,308,,
921596,309,,
921996,308,,
922396,308,,
922796,308,,
923200,307,,
923596,308,,
923996,308,,
924400,308,,
924800,307,,
925200,308,,
925596,308,,
925996,307,,
926400,308,,
926800,308,,
927200,308,,
927596,308,,
927996,308,,
928400,308,,
928792,308,,
929200,309,,
929596,309,,
929996,308,,
930400,309,,
930796,308,,
931196,308,,
931596,308,,
931996,308,,
932400,308,,
932796,309,,
933196,308,,
933600,310,,
933996,310,,
934400,310,,
934796,310,,
935196,309,,
935600,309,,
936004,308,,
936400,307,,
936796,308,,
937196,309,,
937600,310,,
937992,311,,
938396,310,,
938800,309,,
939200,307,,
939596,307,,
940000,306,,
940400,306,,
940800,308,,
941200,308,,
941596,308,,
942000,311,,
942400,310,,
942796,309,,
943200,309,,
943596,307,,
944000,307,,
944400,306,,
944796,306,,
945196,306,,
945600,307,,
945996,308,,
946396,308,,
946800,310,,
947208,310,,
947600,308,,
947996,309,,
948396,308,,
948800,307,,
949196,307,,
949596,307,,
949996,309,,
950396,310,,
950800,308,,
951196,308,,
951596,309,,
951996,307,,
952396,308,,
952800,308,,
953196,308,,
953596,308,,
954000,309,,
954396,309,,
954796,309,,
955200,310,,
955600,309,,
955996,308,,
