FrameUs,ADC,SyncUs,MagnetUs
2447196,307,,
2447596,305,,
2448000,307,,
2448392,306,,
2448800,306,,
2449200,306,,
2449600,306,,
2449996,307,,
2450400,306,,
2450800,306,,
2451196,307,,
2451600,307,,
2451996,306,,
2452400,306,,
2452800,307,,
2453196,307,,
2453596,306,,
2453996,307,,
2454400,307,,
2454800,306,,
2455196,306,,
2455596,306,,
2456000,306,,
2456396,306,,
2456796,306,,
2457200,306,,
2457596,306,,
2457996,306,,
2458396,306,,
2458796,306,,
2459200,306,,
2459596,305,,
2459996,307,,
2460396,306,,
2460796,305,,
2461200,305,,
2461596,305,,
2461996,306,,
2462400,306,,
2462800,306,,
2463200,306,,
2463596,307,,
2463996,305,,
2464400,307,,
2464796,307,,
2465196,306,,
2465600,307,,
2466000,306,,
2466396,307,,
2466800,306,,
2467196,307,,
2467600,308,,
2468000,308,,
2468396,306,,
2468800,307,,
2469200,307,,
2469600,306,,
2470000,306,,
2470396,307,,
2470800,307,,
2471200,307,,
2471600,306,,
2472004,307,,
2472396,308,,
2472800,307,,
2473200,307,,
2473596,309,,
2473996,308,,
2474400,307,,
2474796,307,,
2475196,308,,
2475600,308,,
2476000,307,,
2476400,307,,
2476796,308,,
2477196,306,,
2477600,307,,
2477996,307,,
2478396,306,,
2478796,307,,
2479196,306,,
2479600,306,,
2479996,306,,
2480396,306,,
2480800,306,,
2481196,307,,
2481600,306,,
2481996,307,,
2482396,307,,
2482800,307,,
2483204,306,,
2483600,307,,
2483996,307,,
2484396,306,,
2484800,307,,
2485196,307,,
2485600,306,,
2485996,307,,
2486396,306,,
2486800,307,,
2487196,307,,
2487596,306,,
2487996,307,,
2488396,307,,
2488800,306,,
2489196,307,,
2489596,307,,
2490000,306,,
2490396,307,,
2490796,306,,
2491200,306,,
2491600,308,,
2491996,308,,
2492396,307,,
2492796,308,,
2493200,307,,
2493600,307,,
2493996,307,,
2494396,308,,
2494796,307,,
2495200,309,,
2495600,308,,
2495996,307,,
2496400,308,,
2496800,307,,
2497200,307,,
2497604,308,,
2497996,308,,
2498400,307,,
2498800,308,,
2499200,308,,
2499592,307,,
2500000,307,,
2500396,308,,
2500796,308,,
2501196,307,,
2501600,308,,
2502000,307,,
2502396,307,,
2502796,308,,
2503200,307,,
2503600,307,,
2504000,307,,
2504396,307,,
2504796,307,,
2505200,307,,
2505600,307,,
2506000,308,,
2506396,307,,
2506796,308,,
2507196,309,,
2507600,308,,
2507996,308,,
2508400,308,,
2508796,308,,
2509196,308,,
2509600,307,,
2510000,308,,
2510400,307,,
2510796,306,,
2511196,307,,
2511600,307,,
2512000,308,,
2512400,307,,
2512796,307,,
2513196,307,,
2513600,307,,
2514000,307,,
2514396,308,,
2514796,307,,
2515196,307,,
2515600,307,,
2515992,308,,
2516396,308,,
2516796,308,,
2517196,308,,
2517600,308,,
2517996,308,,
2518396,307,,
2518800,307,,
2519200,307,,
2519600,307,,
2519996,307,,
2520396,308,,
2520800,308,,
2521200,308,,
2521596,308,,
2521996,309,,
2522396,307,,
2522800,306,,
2523204,308,,
2523596,307,,
2523996,307,,
2524396,306,,
2524800,307,,
2525192,307,,
2525600,308,,
2526000,307,,
2526400,307,,
2526796,307,,
2527200,306,,
2527600,306,,
2527996,307,,
2528396,307,,
2528796,307,,
2529200,306,,
2529600,306,,
2529996,307,,
2530396,306,,
2530796,306,,
2531200,308,,
2531600,306,,
2531996,306,,
2532396,306,,
2532800,305,,
2533196,306,,
2533596,305,,
2534000,306,,
2534396,307,,
2534796,307,,
2535196,306,,
2535596,306,,
2536000,306,,
2536396,306,,
2536796,306,,
2537200,306,,
2537596,306,,
2538000,306,,
2538396,306,,
2538796,308,,
2539200,307,,
2539600,308,,
2540000,308,,
2540396,308,,
2540796,307,,
2541200,307,,
2541592,308,,
2542000,307,,
2542396,308,,
2542796,307,,
2543200,308,,
2543596,308,,
2543996,308,,
2544396,308,,
2544796,308,,
2545200,308,,
2545596,307,,
2545996,307,,
2546400,308,,
2546796,308,,
2547200,308,,
2547596,307,,
2547996,307,,
2548400,308,,
2548804,306,,
2549200,306,,
2549596,308,,
2549996,306,,
2550400,307,,
2550796,308,,
2551196,306,,
2551600,306,,
2552000,307,,
2552396,306,,
2552800,307,,
2553200,307,,
2553600,307,,
2554000,308,,
2554396,307,,
2554800,308,,
2555200,307,,
2555600,307,,
2556000,307,,
2556396,307,,
2556800,307,,
2557200,306,,
2557600,307,,
2557992,308,,
2558400,307,,
2558796,307,,
2559196,308,,
2559600,308,,
2560004,307,,
2560400,306,,
2560796,308,,
2561196,308,,
2561600,307,,
2562000,307,,
2562400,308,,
2562796,307,,
2563196,306,,
2563600,307,,
2563996,308,,
2564396,308,,
2564796,307,,
2565196,308,,
2565600,308,,
2565996,307,,
2566396,308,,
2566800,309,,
2567196,309,,
2567596,308,,
2568000,309,,
2568400,308,,
2568796,309,,
2569196,308,,
2569596,309,,
2570000,308,,
2570400,307,,
2570796,308,,
2571200,308,,
2571596,307,,
2572000,308,,
2572400,308,,
2572796,308,,
2573200,307,,
2573600,307,,
2574000,307,,
2574404,307,,
2574796,307,,
2575200,306,,
2575600,308,,
2576000,307,,
2576392,308,,
2576800,308,,
2577196,306,,
2577596,308,,
2578000,307,,
2578400,308,,
2578800,308,,
2579196,307,,
2579596,308,,
2580000,309,,
2580400,309,,
2580800,308,,
2581196,308,,
2581596,310,,
2582000,309,,
2582400,308,,
2582800,309,,
2583196,309,,
2583596,309,,
2583996,309,,
2584400,309,,
2584800,308,,
2585200,309,,
2585596,308,,
2585996,307,,
2586400,308,,
2586800,308,,
2587200,308,,
2587596,308,,
2587996,307,,
2588400,308,,
2588800,308,,
2589200,309,,
2589596,308,,
2589996,308,,
2590400,309,,
2590800,308,,
2591196,308,,
2591596,308,,
2591996,309,,
2592400,309,,
2592792,309,,
2593196,308,,
2593600,309,,
2593996,308,,
2594400,308,,
2594796,310,,
2595196,308,,
2595600,308,,
2596000,308,,
2596400,308,,
2596796,307,,
2597196,307,,
2597600,308,,
2598000,308,,
2598400,308,,
2598796,306,,
2599196,307,,
2599600,307,,
2600004,306,,
2600396,307,,
2600796,307,,
2601196,306,,
2601600,307,,
2601992,306,,
2602400,307,,
2602800,307,,
2603200,307,,
2603596,307,,
2604000,306,,
2604400,306,,
2604796,307,,
2605200,307,,
2605596,306,,
2606000,308,,
2606400,307,,
2606796,307,,
2607196,307,,
2607600,308,,
2608000,306,,
2608400,307,,
2608796,307,,
2609196,308,,
2609596,307,,
2609996,307,,
2610396,307,,
2610800,307,,
2611196,307,,
2611596,307,,
2611996,306,,
2612396,306,,
2612800,307,,
2613196,306,,
2613596,306,,
2614000,306,,
2614400,306,,
2614800,307,,
2615196,306,,
2615596,307,,
2616000,307,,
2616400,307,,
2616800,307,,
2617196,307,,
2617596,306,,
2618000,306,,
2618392,307,,
2618796,308,,
2619196,307,,
2619596,307,,
2620000,308,,
2620396,308,,
2620796,308,,
2621196,308,,
2621596,308,,
2622000,307,,
2622396,308,,
2622796,308,,
2623200,307,,
2623600,307,,
2624000,307,,
2624396,307,,
2624796,306,,
2625200,306,,
2625604,306,,
2626000,306,,
2626396,306,,
2626796,306,,
2627200,305,,
2627592,306,,
2627996,306,,
2628400,306,,
2628800,306,,
2629196,306,,
2629600,307,,
2630000,306,,
2630400,307,,
2630800,307,,
2631196,307,,
2631600,308,,
2632000,307,,
2632400,306,,
2632800,307,,
2633196,307,,
2633600,307,,
2634000,308,,
2634396,308,,
2634796,308,,
2635200,307,,
2635596,308,,
2635996,308,,
2636400,308,,
2636804,307,,
2637200,308,,
2637596,308,,
2637996,307,,
2638400,308,,
2638800,308,,
2639200,308,,
2639596,307,,
2639996,306,,
2640400,308,,
2640796,306,,
2641196,307,,
2641596,307,,
2641996,307,,
2642400,307,,
2642796,307,,
2643196,308,,
2643596,307,,
2643996,308,,
2644396,308,,
2644800,307,,
2645200,308,,
2645600,308,,
2645996,308,,
2646396,308,,
2646800,308,,
2647200,308,,
2647596,307,,
2647996,308,,
2648396,307,,
2648800,307,,
2649200,307,,
2649596,308,,
2650000,307,,
2650400,308,,
2650800,309,,
2651204,308,,
2651596,308,,
2652000,308,,
2652400,307,,
2652800,308,,
2653192,306,,
2653600,308,,
2653996,306,,
2654396,306,,
2654800,309,,
2655200,307,,
2655600,307,,
2655996,309,,
2656396,308,,
2656800,308,,
2657200,307,,
2657600,309,,
2657996,308,,
2658396,308,,
2658800,310,,
2659196,309,,
2659600,308,,
2659996,308,,
2660396,309,,
2660796,309,,
2661200,307,,
2661600,307,,
2662000,308,,
2662396,307,,
2662796,307,,
2663200,307,,
2663600,308,,
2664000,306,,
2664396,306,,
2664796,308,,
2665200,308,,
2665600,308,,
2665996,307,,
2666396,308,,
2666796,307,,
2667200,306,,
2667600,307,,
2667996,307,,
2668396,307,,
2668796,305,,
2669200,307,,
2669592,307,,
2669996,307,,
2670400,307,,
2670800,307,,
2671200,308,,
2671596,308,,
2671996,308,,
2672400,309,,
2672800,308,,
2673200,307,,
2673596,308,,
2673996,308,,
2674400,307,,
2674800,308,,
2675196,307,,
2675596,307,,
2675996,307,,
2676400,307,,
2676804,307,,
2677196,307,,
2677596,308,,
2677996,306,,
2678400,306,,
2678792,306,,
2679200,306,,
2679600,306,,
2680000,305,,
2680396,307,,
2680800,306,,
2681200,306,,
2681596,307,,
2681996,308,,
2682396,307,,
2682800,307,,
2683200,308,,
2683596,306,,
2683996,307,,
2684396,307,,
2684800,307,,
2685200,307,,
2685596,307,,
2685996,307,,
2686400,308,,
2686796,306,,
2687196,308,,
2687600,307,,
2687996,307,,
2688396,308,,
2688796,307,,
2689196,307,,
2689600,307,,
2689996,306,,
2690396,307,,
2690800,306,,
2691200,307,,
2691600,307,,
2691996,307,,
2692396,308,,
2692800,306,,
2693200,307,,
2693600,306,,
2693996,306,,
2694396,306,,
2694800,305,,
2695192,306,,
2695596,306,,
2695996,306,,
2696396,307,,
2696800,307,,
2697196,307,,
2697596,307,,
2698000,308,,
2698396,307,,
2698800,308,,
2699196,307,,
2699596,307,,
2700000,308,,
2700400,307,,
2700800,308,,
2701196,306,,
2701596,308,,
2702000,308,,
2702408,308,,
2702800,308,,
2703196,308,,
2703596,308,,
2704000,307,,
2704392,308,,
2704800,308,,
2705200,308,,
2705600,308,,
2705996,307,,
2706400,308,,
2706800,308,,
2707200,308,,
2707600,308,,
2707996,307,,
2708400,307,,
2708800,308,,
2709200,309,,
2709600,308,,
2709996,309,,
2710400,309,,
2710800,308,,
2711196,308,,
2711596,308,,
2712000,307,,
2712396,308,,
2712796,308,,
2713200,308,,
2713604,308,,
2714000,308,,
2714396,308,,
2714796,308,,
2715200,308,,
2715596,308,,
2716000,308,,
2716396,307,,
2716796,306,,
2717200,306,,
2717596,306,,
2717996,306,,
2718396,306,,
2718796,307,,
2719200,308,,
2719596,308,,
2719996,308,,
2720400,307,,
2720796,307,,
2721196,306,,
2721600,306,,
2722000,307,,
2722396,307,,
2722796,307,,
2723196,307,,
2723600,307,,
2724000,308,,
2724396,309,,
2724796,309,,
2725196,308,,
2725600,308,,
2726000,308,,
2726396,307,,
2726800,307,,
2727200,308,,
2727600,308,,
2728004,308,,
2728396,308,,
2728800,308,,
2729200,308,,
2729600,307,,
2729992,308,,
2730400,307,,
2730796,307,,
2731196,308,,
2731596,308,,
2732000,308,,
2732400,308,,
2732796,308,,
2733196,308,,
2733600,308,,
2734000,308,,
2734400,307,,
2734796,308,,
2735196,308,,
2735600,308,,
2735996,308,,
2736396,307,,
2736796,307,,
2737196,308,,
2737596,307,,
2738000,308,,
2738400,308,,
2738800,308,,
2739196,309,,
2739596,308,,
2740000,307,,
2740400,307,,
2740800,308,,
2741196,307,,
2741596,307,,
2742000,307,,
2742400,307,,
2742796,306,,
2743196,307,,
2743596,307,,
2744000,307,,
2744400,308,,
2744796,308,,
2745200,307,,
2745596,307,,
2746000,307,,
2746392,308,,
2746796,308,,
2747200,307,,
2747600,307,,
2748000,307,,
2748396,308,,
2748796,308,,
2749200,309,,
2749600,309,,
2750000,309,,
2750396,309,,
2750796,308,,
2751200,308,,
2751600,309,,
2751996,309,,
2752396,308,,
2752796,308,,
2753200,308,,
2753604,309,,
2753996,308,,
2754400,309,,
2754796,310,,
2755200,309,,
2755592,309,,
2756000,309,,
2756396,308,,
2756800,308,,
2757196,309,,
2757600,308,,
2758000,308,,
2758396,309,,
2758796,309,,
2759196,309,,
2759600,308,,
2760000,309,,
2760396,309,,
2760796,309,,
2761200,310,,
2761600,310,,
2762000,310,,
2762396,309,,
2762796,310,,
2763196,310,,
2763596,309,,
2763996,309,,
2764400,310,,
2764796,310,,
2765196,310,,
2765596,310,,
2765996,310,,
2766400,309,,
2766796,310,,
2767196,309,,
2767600,310,,
2768000,311,,
2768400,309,,
2768796,310,,
2769196,309,,
2769600,309,,
2770000,308,,
2770400,309,,
2770796,308,,
2771196,309,,
2771600,308,,
2771992,309,,
2772400,309,,
2772796,308,,
2773196,309,,
2773600,309,,
2773996,308,,
2774396,310,,
2774796,310,,
2775196,309,,
2775600,309,,
2775996,310,,
2776396,309,,
2776800,310,,
2777200,310,,
2777600,308,,
2777996,309,,
2778396,308,,
2778800,309,,
2779204,309,,
2779600,308,,
2779996,308,,
2780396,308,,
2780800,310,,
2781192,308,,
2781600,308,,
2782000,309,,
2782400,308,,
2782796,308,,
2783200,307,,
2783600,308,,
2784000,307,,
2784400,307,,
2784796,308,,
2785200,307,,
2785600,308,,
2785996,307,,
2786400,307,,
2786796,308,,
2787200,307,,
2787600,307,,
2787996,308,,
2788396,308,,
2788800,308,,
2789196,307,,
2789596,308,,
2790000,308,,
2790408,308,,
2790800,308,,
2791196,308,,
2791596,308,,
2792000,308,,
2792396,307,,
2792796,308,,
2793196,308,,
2793596,307,,
2794000,307,,
2794396,308,,
2794796,308,,
2795196,307,,
2795596,308,,
2796000,308,,
2796396,307,,
2796796,308,,
2797200,307,,
2797596,307,,
2797996,307,,
2798400,306,,
2798800,307,,
2799196,306,,
2799596,306,,
2799996,307,,
2800400,306,,
2800800,308,,
2801196,307,,
2801600,306,,
2801996,308,,
2802400,308,,
2802800,307,,
2803196,307,,
2803600,307,,
2804000,307,,
2804400,307,,
2804804,307,,
2805196,307,,
2805600,307,,
2806000,308,,
2806400,307,,
2806792,307,,
2807200,307,,
2807596,306,,
2807996,307,,
2808400,306,,
2808800,306,,
2809200,306,,
2809596,308,,
2809996,308,,
2810400,307,,
2810800,307,,
2811200,307,,
2811596,309,,
2811996,309,,
2812400,308,,
2812796,307,,
2813200,306,,
2813596,306,,
2813996,306,,
2814396,307,,
2814800,308,,
2815200,308,,
2815600,308,,
2815996,308,,
2816396,307,,
2816800,308,,
2817200,307,,
2817600,308,,
2817996,307,,
2818396,306,,
2818800,306,,
2819200,305,,
2819596,305,,
2819996,306,,
2820396,305,,
2820800,307,,
2821200,306,,
2821596,306,,
2822000,305,,
2822400,305,,
2822800,305,,
2823192,305,,
2823596,304,,
2824000,306,,
2824400,306,,
2824800,306,,
2825196,305,,
2825596,305,,
2826000,306,,
2826400,306,,
2826796,305,,
2827196,306,,
2827596,307,,
2828000,306,,
2828400,307,,
2828796,308,,
2829196,308,,
2829596,308,,
2830000,307,,
2830404,306,,
2830796,305,,
2831200,304,,
2831600,304,,
2832000,302,,
2832392,300,,
2832800,297,,
2833196,303,,
2833596,278,,
2833996,239,,
2834400,344,,
2834800,310,,
2835196,299,,
2835596,314,,
2835996,313,,
2836400,285,,
2836800,318,,
2837196,335,,
2837596,347,,
2838000,353,,
2838400,223,,
2838800,311,,
2839196,369,,
2839596,314,,
2839996,379,,
2840396,341,,
2840796,316,,
2841200,291,,
2841596,316,,
2841996,313,,
2842400,307,,
2842796,338,,
2843200,330,,
2843596,317,,
2843996,307,,
2844400,295,,
2844800,303,,
2845200,313,,
2845596,305,,
2845996,314,,
2846400,313,,
2846800,299,,
2847200,294,,
2847596,301,,
2847996,313,,
2848400,284,,
2848792,305,,
2849196,297,,
2849596,304,,
2849996,306,,
2850400,288,,
2850796,285,,
2851196,301,,
2851596,319,,
2851996,314,,
2852400,316,,
2852796,304,,
2853196,312,,
2853600,317,,
2854000,308,,
2854400,305,,
2854796,319,,
2855196,304,,
2855600,303,,
2856004,315,,
2856400,314,,
2856796,309,,
2857196,299,,
2857600,311,,
2857992,310,,
2858396,311,,
2858800,304,,
2859200,301,,
2859596,305,,
2860000,312,,
2860400,312,,
2860800,285,,
2861200,281,,
2861596,305,,
2862000,311,,
2862400,324,,
2862796,311,,
2863196,294,,
2863596,294,,
2864000,314,,
2864400,318,,
2864796,320,,
2865196,300,,
2865600,289,,
2865996,313,,
2866396,310,,
2866800,301,,
2867196,298,,
2867600,306,,
2867996,310,,
2868396,316,,
2868800,311,,
2869196,301,,
2869596,305,,
2869996,300,,
2870396,308,,
2870800,305,,
2871196,303,,
2871596,309,,
2872000,304,,
2872396,302,,
2872800,307,,
2873196,307,,
2873596,306,,
2874000,302,,
2874396,300,,
2874796,307,,
2875200,308,,
2875600,309,,
2875996,307,,
2876396,308,,
2876796,311,,
2877200,313,,
2877600,305,,
2877996,301,,
2878400,309,,
2878800,314,,
2879200,314,,
2879600,303,,
2879996,302,,
2880400,308,,
2880800,310,,
2881200,309,,
2881604,307,,
2881996,308,,
2882400,310,,
2882800,309,,
2883196,310,,
2883596,303,,
2884000,309,,
2884396,309,,
2884796,313,,
2885200,298,,
2885600,304,,
2886000,314,,
2886396,309,,
2886796,305,,
2887200,301,,
2887600,303,,
2888000,309,,
2888396,306,,
2888796,301,,
2889200,311,,
2889596,309,,
2889996,320,,
2890396,310,,
2890796,302,,
2891196,307,,
2891600,310,,
2892000,312,,
2892400,309,,
2892796,304,,
2893196,303,,
2893600,308,,
2894000,307,,
2894400,315,,
2894796,310,,
2895196,306,,
2895600,306,,
2896000,306,,
2896396,307,,
2896796,303,,
2897196,310,,
2897600,310,,
2898000,305,,
2898396,304,,
2898800,301,,
2899196,308,,
2899600,312,,
2899992,310,,
2900396,305,,
2900800,306,,
2901200,307,,
2901600,306,,
2901996,310,,
2902396,309,,
2902800,309,,
2903200,304,,
2903600,305,,
2903996,309,,
2904396,306,,
2904800,309,,
2905200,309,,
2905596,311,,
2906000,318,,
2906396,308,,
2906800,304,,
2907204,307,,
2907596,309,,
2908000,314,,
2908400,308,,
2908800,308,,
2909192,311,,
2909600,308,,
2909996,306,,
2910396,308,,
2910796,308,,
2911200,308,,
2911600,306,,
2911996,307,,
2912396,311,,
2912800,310,,
2913200,308,,
2913600,302,,
2913996,303,,
2914396,307,,
2914800,310,,
2915200,311,,
2915600,306,,
2915996,308,,
2916396,310,,
2916796,311,,
2917196,308,,
2917596,306,,
2918000,309,,
2918396,309,,
2918796,307,,
2919200,305,,
2919600,309,,
2920000,306,,
2920396,305,,
2920796,309,,
2921200,307,,
2921600,308,,
2922000,308,,
2922396,309,,
2922796,307,,
2923200,307,,
2923600,307,,
2924000,307,,
2924396,308,,
2924796,308,,
2925200,305,,
2925592,306,,
2925996,308,,
2926396,310,,
2926796,309,,
2927200,306,,
2927596,304,,
2927996,308,,
2928400,308,,
2928796,307,,
2929200,307,,
2929596,305,,
2929996,307,,
2930400,306,,
2930800,306,,
2931200,307,,
2931596,307,,
2931996,308,,
2932400,308,,
2932804,308,,
2933200,310,,
2933596,307,,
2933996,309,,
2934400,307,,
2934792,305,,
2935200,307,,
2935600,308,,
2936000,309,,
2936396,310,,
2936800,310,,
2937200,309,,
2937600,307,,
2938000,306,,
2938396,307,,
2938800,306,,
2939200,308,,
2939596,308,,
2940000,310,,
2940396,307,,
2940800,306,,
2941200,306,,
2941596,310,,
2941996,308,,
2942400,307,,
2942796,307,,
2943196,308,,
2943600,307,,
2944004,307,,
2944400,307,,
2944796,307,,
2945196,308,,
2945600,305,,
2945996,306,,
2946396,308,,
2946796,307,,
2947196,305,,
2947600,307,,
2947996,308,,
2948396,308,,
2948800,308,,
2949200,308,,
2949600,308,,
2949996,307,,
2950396,307,,
2950800,307,,
2951196,306,,
2951596,306,,
2952000,306,,
2952400,307,,
2952796,308,,
2953200,307,,
2953596,307,,
2954000,307,,
2954400,307,,
2954796,306,,
2955200,306,,
2955600,305,,
2956000,305,,
2956400,305,,
2956796,304,,
2957200,305,,
2957600,308,,
2958000,306,,
2958404,306,,
2958796,305,,
2959200,305,,
2959600,306,,
2959996,306,,
2960396,307,,
2960800,307,,
2961196,305,,
2961596,305,,
2962000,307,,
2962400,308,,
2962800,308,,
2963196,305,,
2963596,306,,
2964000,307,,
2964396,306,,
2964800,307,,
2965196,306,,
2965596,306,,
2966000,306,,
2966396,306,,
2966796,308,,
2967196,308,,
2967596,307,,
2967996,306,,
2968400,308,,
2968800,308,,
2969200,307,,
2969596,307,,
2969996,307,,
2970400,306,,
2970800,306,,
2971196,307,,
2971596,307,,
2971996,308,,
2972400,306,,
2972800,306,,
2973196,307,,
2973596,308,,
2973996,307,,
2974400,307,,
2974800,308,,
2975196,306,,
2975600,307,,
2976000,306,,
2976400,307,,
2976792,306,,
2977196,307,,
2977600,306,,
2978000,307,,
2978400,306,,
2978796,307,,
2979196,308,,
2979600,305,,
2980000,307,,
2980400,307,,
2980796,306,,
2981196,305,,
2981600,303,,
2982000,305,,
2982396,307,,
2982796,306,,
2983196,305,,
2983600,306,,
2984004,306,,
2984396,307,,
2984800,308,,
2985196,308,,
2985600,308,,
2985992,307,,
2986400,307,,
2986796,308,,
2987200,308,,
2987596,308,,
2988000,308,,
2988400,308,,
2988796,307,,
2989196,308,,
2989596,307,,
2990000,307,,
2990400,307,,
2990796,307,,
2991196,307,,
2991600,307,,
2992000,308,,
2992400,308,,
2992796,308,,
2993196,309,,
2993596,308,,
2994000,308,,
2994396,308,,
2994800,308,,
2995196,308,,
2995596,308,,
2996000,307,,
2996400,308,,
2996800,309,,
2997196,307,,
2997596,307,,
2998000,307,,
2998400,307,,
2998800,309,,
2999196,306,,
2999596,308,,
3000000,307,,
3000400,307,,
3000796,308,,
3001196,306,,
3001596,308,,
3002000,308,,
3002392,307,,
3002796,307,,
3003196,308,,
3003596,308,,
3004000,307,,
3004396,307,,
3004796,308,,
3005200,308,,
3005600,307,,
3006000,307,,
3006396,307,,
3006796,307,,
3007200,307,,
3007600,307,,
3008000,306,,
3008396,307,,
3008796,307,,
3009200,308,,
3009604,308,,
3009996,307,,
3010396,309,,
3010796,308,,
3011200,309,,
3011592,308,,
3012000,308,,
3012400,309,,
3012800,307,,
3013196,308,,
3013600,308,,
3014000,308,,
3014400,308,,
3014800,308,,
3015196,307,,
3015600,307,,
3016000,309,,
3016396,310,,
3016796,309,,
3017196,309,,
3017600,308,,
3018000,308,,
3018396,309,,
3018796,310,,
3019200,311,,
3019596,310,,
3019996,309,,
3020400,309,,
3020796,310,,
3021200,309,,
3021596,309,,
3021996,310,,
3022400,309,,
3022796,308,,
3023196,308,,
3023596,308,,
3023996,307,,
3024400,308,,
3024796,308,,
3025196,308,,
3025600,309,,
3025996,309,,
3026400,310,,
3026796,309,,
3027196,309,,
3027600,308,,
3027996,308,,
3028396,307,,
3028800,307,,
3029200,307,,
3029596,307,,
3029996,307,,
3030396,306,,
3030800,307,,
3031200,307,,
3031596,308,,
3032000,307,,
3032400,308,,
3032800,307,,
3033200,308,,
3033596,308,,
3034000,307,,
3034400,307,,
3034796,307,,
3035204,307,,
3035596,307,,
3036000,309,,
3036400,307,,
3036796,307,,
3037196,307,,
3037600,306,,
3037996,308,,
3038396,308,,
3038800,307,,
3039200,308,,
3039600,308,,
3039996,307,,
3040396,307,,
3040800,307,,
3041196,307,,
3041596,307,,
3041996,307,,
3042396,306,,
3042800,307,,
3043196,307,,
3043596,308,,
3043996,308,,
3044396,309,,
3044796,309,,
3045200,308,,
3045600,309,,
3046000,309,,
3046396,308,,
3046796,308,,
3047200,308,,
3047600,308,,
3047996,309,,
3048396,307,,
3048796,308,,
3049200,307,,
3049600,307,,
3049996,307,,
3050400,306,,
3050796,307,,
3051200,307,,
3051600,308,,
3051996,308,,
3052400,307,,
3052800,306,,
3053200,307,,
3053592,307,,
3053996,307,,
3054400,307,,
3054800,307,,
3055200,307,,
3055596,307,,
3055996,306,,
3056400,307,,
3056800,307,,
3057196,307,,
3057596,307,,
3057996,306,,
3058400,307,,
3058800,306,,
3059196,307,,
3059596,308,,
3059996,306,,
3060400,307,,
3060804,307,,
3061196,308,,
3061600,307,,
3062000,307,,
3062400,308,,
3062792,307,,
3063200,308,,
3063596,307,,
3063996,308,,
3064396,307,,
3064800,308,,
3065200,309,,
3065596,307,,
3065996,307,,
3066396,308,,
3066800,308,,
3067200,308,,
3067596,308,,
3067996,308,,
3068400,308,,
3068800,307,,
3069200,307,,
3069596,308,,
3069996,308,,
3070396,307,,
3070796,308,,
3071196,308,,
3071600,307,,
3071996,308,,
3072396,308,,
3072800,308,,
3073196,309,,
3073600,308,,
3073996,308,,
3074396,309,,
3074800,307,,
3075200,307,,
3075600,308,,
3075996,306,,
3076396,307,,
3076800,307,,
3077200,307,,
3077596,307,,
3077996,306,,
3078396,308,,
3078800,307,,
3079192,307,,
3079596,307,,
3080000,307,,
3080396,307,,
3080800,307,,
3081196,307,,
3081596,306,,
3082000,307,,
3082400,307,,
3082800,307,,
3083196,307,,
3083596,306,,
3084000,306,,
3084400,306,,
3084800,305,,
3085196,306,,
3085596,306,,
3086000,306,,
3086404,306,,
3086796,306,,
3087196,306,,
3087596,306,,
3088000,307,,
3088392,307,,
3088800,307,,
3089200,308,,
3089600,307,,
3089996,307,,
3090400,306,,
3090800,308,,
3091196,308,,
3091600,307,,
3091996,308,,
3092400,309,,
3092800,308,,
3093196,308,,
3093596,308,,
3093996,308,,
3094400,308,,
3094800,308,,
3095196,308,,
3095596,308,,
3096000,308,,
3096396,307,,
3096796,308,,
3097200,308,,
3097596,307,,
3097996,308,,
3098396,307,,
3098796,307,,
3099200,306,,
3099596,307,,
3099996,309,,
3100396,306,,
3100796,306,,
3101200,308,,
3101596,307,,
3101996,307,,
3102400,308,,
3102800,308,,
3103200,306,,
3103596,307,,
3103996,308,,
3104400,306,,
3104796,308,,
3105196,308,,
3105600,307,,
3106000,307,,
3106396,309,,
3106800,308,,
3107196,307,,
3107600,308,,
3108000,309,,
3108396,307,,
3108800,307,,
3109200,307,,
3109600,307,,
3110000,307,,
3110396,305,,
3110800,306,,
3111200,306,,
3111600,306,,
3112004,306,,
3112396,307,,
3112800,306,,
3113200,307,,
3113596,308,,
3113996,306,,
3114400,308,,
3114796,307,,
3115196,307,,
3115600,307,,
3116000,308,,
3116400,306,,
3116796,306,,
3117196,307,,
3117600,307,,
3118000,307,,
3118396,307,,
3118796,307,,
3119196,308,,
3119600,307,,
3119996,307,,
3120396,306,,
3120800,307,,
3121196,307,,
3121596,307,,
3122000,306,,
3122400,307,,
3122796,306,,
3123196,307,,
3123596,308,,
3124000,307,,
3124400,307,,
3124796,307,,
3125196,307,,
3125596,307,,
3126000,308,,
3126400,308,,
3126796,307,,
3127200,307,,
3127600,307,,
3128000,307,,
3128400,307,,
3128796,306,,
3129200,307,,
3129600,307,,
3130000,307,,
3130392,307,,
3130796,307,,
3131200,307,,
3131600,307,,
3132000,306,,
3132396,306,,
3132796,306,,
3133200,306,,
3133600,307,,
3133996,307,,
3134396,307,,
3134796,307,,
3135200,307,,
3135600,308,,
3135996,308,,
3136400,308,,
3136796,308,,
3137200,308,,
3137604,307,,
3137996,308,,
3138400,307,,
3138800,308,,
3139200,308,,
3139592,308,,
3140000,308,,
3140396,308,,
3140796,307,,
3141196,308,,
3141600,308,,
3142000,307,,
3142396,308,,
3142796,309,,
3143200,308,,
3143600,308,,
3144000,308,,
3144396,308,,
3144796,308,,
3145200,308,,
3145600,308,,
